Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
22.95374534477936,70.44116589868779,7.99392943205341,12.930701247372689,984.4914860632408,0
34.57316194989639,89.76047229105089,19.35177361914046,19.297055786770613,1013.7656183205512,0
22.56273492424512,35.070285150316124,13.454110177412716,89.68525732662435,1003.5177088963752,0
15.025137042022642,52.51078080149422,18.31382830699559,53.86089104082208,1031.8843606844684,0
12.887107428468704,41.89500634829912,4.097975501436557,85.7242821069711,1037.3583848392311,0
18.49077610415498,99.99518029131713,19.68984077708909,74.45022908100495,1021.1755428150428,1
14.718305273984647,66.5433772614948,8.550530286994869,77.31310281464184,1049.860926181863,0
11.06907844869497,89.68358257491528,5.804538136211457,23.90568969408884,992.3031569526386,0
32.259464027894566,91.17301765852582,13.007823645063723,21.500635489735508,1001.96012574061,0
31.089758981830204,78.049469063544,7.225692365158944,9.045054527579032,1027.2554490068655,0
17.178817822158233,50.713849846102505,18.271578365936023,14.802934624802033,1037.1272002714163,0
29.28063657414776,44.21610193616722,18.3722775533928,29.40501096744905,981.6573913362292,0
28.954842908845595,88.60414189260018,3.9376938212613366,21.728083986877788,1040.1908921473705,0
20.6865351423314,77.59212429050044,2.9079023798307846,23.12351780427805,1034.723903054432,0
18.613261518857804,77.12827705421466,13.481590834539013,53.63473283730771,997.0094424582486,1
27.67179523550305,45.12854136989422,3.7440661760881366,1.4322947414984857,1049.5564789725113,0
10.502688654687338,40.840859095813535,15.070500696527954,15.125457180975566,1000.517404831593,0
31.016022705011945,92.34236236049531,11.440916256649366,60.23474066410744,1042.804033962142,0
16.603143279688233,55.72574964818084,7.552350979481883,41.543400782672414,991.3794828778962,0
14.138640319906386,74.52486550450399,9.52876529135825,96.9898833932552,1029.749312170596,1
18.542452871618305,97.45196110764212,5.429308605399886,54.6438929059197,1014.7691301494776,1
34.57497837291331,36.53688683541767,2.5581619845540926,69.63224086569129,999.9077576109104,0
31.737213263665804,97.35195428345122,6.933336820892242,39.67723518261472,1027.3712073067663,0
34.183445050924554,43.38060338231227,7.5175269880632705,31.61532482858075,991.4299518705004,0
13.80117562611055,61.28017614599072,5.048182225578762,76.52020694677131,1005.3183012532004,0
34.07734725529818,35.43599888462865,7.548226528906115,56.401702414995626,1024.3104210815263,0
34.405641586345496,69.7208658227686,16.311671669975286,7.409936006876505,998.8390918680444,0
22.53310954816756,72.80397267415287,8.600541415040748,61.34427335030937,1015.3401110036172,1
32.76813087107101,89.74518325078665,12.687724795056868,40.13404660341733,1041.4655589513766,0
30.051713097390348,34.168636780712326,15.571760580453752,47.09722814815214,981.6676677011294,0
25.98681290996809,36.52487318317408,7.990111981162087,49.692078362284754,990.1453584159108,0
23.2185377924862,46.13332491116592,18.74920450847848,91.20944270224824,988.3279956220232,0
34.20510977726272,32.13526040996651,12.84521186622638,16.1645048831348,1042.481541789267,0
