Actual,Predicted
27.31386567157817,28.25941
21.03303675451027,19.258102
24.11492774101804,22.56885
24.2104760716554,23.47969
13.079491221362598,23.667515
25.99802553318809,22.761292
16.44554235771341,22.53424
29.69623612366053,20.250652
15.945181063475973,22.814373
18.845475814316025,23.450397
31.22082564011025,23.37088
33.202032336639775,21.277504
14.68402253565807,16.502344
12.938296399050827,25.155478
24.166733484075863,23.107435
19.35156562518314,24.079271
14.006498003414876,22.763906
14.630808130904596,22.93545
22.346637173013427,24.216005
13.223157441371333,23.05985
29.60146536167885,22.870178
16.758197630967864,20.727955
11.89026682662711,23.298243
31.04539348512713,27.458828
22.93447767885285,21.684052
12.934507354263928,26.189608
29.847709577469004,31.151867
26.0700843827128,33.955208
30.854406413905924,21.897932
32.109009081048754,19.000341
15.716163774573635,23.225891
12.955903218396658,16.604736
14.158115342990968,23.588324
21.232291217193453,22.062794
14.949569998494871,22.64614
17.582298035491654,22.131147
11.343338683843385,24.097013
29.889759213580327,22.078508
32.91047526752764,21.409016
21.183072181393133,22.18435
20.57636100415303,22.465706
13.05214017091168,22.420723
13.221514136658003,18.253489
30.153103786011105,23.642101
22.78007867099093,24.779667
19.092769273565565,17.318085
10.231199855592484,22.711351
34.72721093074477,28.13902
29.886413169407867,23.365402
32.53907049349026,33.59646
34.51214158672517,28.630526
13.909583721699075,23.161808
17.043252643848728,21.043077
16.67439746721475,21.130154
23.3729213731771,23.774351
18.933671991948863,24.291029
18.328628800716046,23.776253
19.138475702951908,22.027792
10.760662883425148,21.778336
13.748534740541556,25.469793
12.520112922365511,24.09987
15.693524833682162,22.33532
12.01167959947847,23.374935
17.95583772942656,22.6109
33.355349948119844,26.820232
28.25305073791924,21.662714
15.81567482074414,17.56914
27.730844098769765,25.44421
17.539965862023564,19.22922
11.58884437090396,16.299868
26.669167886141693,23.449257
30.40376880665921,19.930103
25.529231184176368,23.76763
11.6518565962918,23.921778
16.632583113426186,19.975945
10.835182315378002,16.578524
25.72454608977872,21.787899
25.011776081009508,21.940863
34.48817323338646,22.849352
25.083074807268616,22.948015
12.599701938585511,22.281258
33.53598229209858,23.95453
30.34494549256193,20.616219
22.97087872078815,18.037865
25.35918779420785,22.440735
25.55577647099487,24.485554
23.01903593104652,25.017487
23.97934455254256,20.938978
23.397074531902792,23.488487
10.264643489659836,16.689707
32.41678232600855,22.053783
27.97692558887574,23.653166
23.207878176433766,22.550726
12.667061170067836,21.372707
32.029706285236,21.5282
10.709073355751876,21.582666
11.115307531352853,18.02996
12.085560886050464,23.893532
24.201114027348307,22.93566
18.704798568663,16.596209
14.407041003500373,24.709194
33.92176422764116,21.215248
30.775777849884456,22.00358
21.920034098221507,24.3242
22.627835965443467,22.20398
15.895855602640887,23.25369
11.95615249226172,25.19436
11.111084706488905,23.150509
16.356002229489995,21.655489
33.07285726581213,25.755148
22.17870317293437,23.016584
18.173556244354764,21.746391
31.265699994974145,22.882294
18.60722911747348,17.556732
29.346347287283823,25.977226
22.064606042802524,21.544525
17.864332375107182,21.618097
20.93968028156732,23.22572
19.60682938105796,25.957367
14.83336601917285,21.492292
19.5413436661358,23.992512
19.71010292922763,16.688942
30.74743421508358,21.98262
27.34308346680569,23.473776
10.533967073458708,22.709122
29.97896410541809,23.070442
19.33039889361985,21.24287
27.85749615734359,23.084524
19.2181292665241,23.404718
20.36610372937219,20.385832
21.422785541144144,23.24297
11.66490830588878,27.009115
29.771004080685124,24.071613
17.827472043399755,15.836431
17.937592479667135,18.820415
19.89084169064316,21.112722
15.0905233019308,23.696033
15.310859032351026,23.730108
30.32634658118652,28.082218
15.123092173992545,23.49789
32.47402730567579,23.782078
33.427926048512944,26.936115
11.17015886780472,23.895973
23.867195216535475,21.024288
25.707845759347805,23.735708
18.943947102008465,23.70885
24.196150036937688,17.58738
24.05165276886797,21.578554
34.59634574204042,26.484385
17.021487365806067,22.99474
18.99945161195909,24.865517
30.43633159045416,22.337696
34.06925799600606,25.191713
21.65054359565124,23.126146
17.406431781272524,22.602217
33.180295184327946,23.773386
15.161285281157868,23.994734
19.21461515324044,25.731499
11.150182772182424,25.45247
19.96085646549193,23.070913
19.93141867920105,18.537828
32.993449519281846,20.83086
26.420958673799586,22.025623
16.87516001751709,17.654867
19.645699243563293,21.761087
33.134875632311015,22.574701
11.729174886378452,17.695692
27.25062550478068,23.39971
18.05833845116545,24.899382
33.68271454583102,22.270344
16.833742694814777,21.384007
32.01695307617699,22.16348
27.45290939267249,31.555199
21.56903073673353,23.800953
17.940796831848655,18.171469
30.51155402098434,22.3289
18.665195265229293,22.265383
27.762633215754963,22.918018
10.629757232262651,23.527283
11.257276578684728,19.851803
23.898442220215166,16.624157
31.160216811778195,28.579927
21.810344729276828,20.224396
25.50314701420604,22.788649
24.438573720784387,24.335936
25.57235080464381,24.796385
26.765946740453984,26.035261
12.965387959144149,23.59402
19.19793719544684,21.998102
13.70096698194405,21.102282
28.959466345903536,23.798544
28.719706438503326,22.352285
26.71956357480652,22.116302
32.19585765708674,19.940443
30.49224513936338,23.158337
20.719217523644154,21.358253
33.7621509009446,22.461662
20.45273029370002,20.773481
34.971175164196666,23.747993
25.06908440179109,22.292597
21.006593820737294,20.962906
28.194281830360453,23.035877
34.7634798480297,19.860252
18.10682188855028,23.142002
25.446917297938093,20.822256
13.088667123297734,17.811392
32.39228228025509,25.10631
13.159188133265086,25.40019
17.765730457282658,17.569565
14.627909721980764,22.623604
25.10294510052205,29.463282
21.96439646204625,24.314999
13.510988034276323,25.715216
27.61036004808832,22.185795
19.73871268363922,20.198298
18.30622291106868,20.335964
31.9170473055762,25.063711
26.79224644027134,21.621727
24.715975007299665,24.127394
25.425880266028123,23.43002
16.594192161261553,16.75907
22.16026122221664,21.229916
25.952114943057094,24.926535
27.079796256313344,30.639347
15.8193168045278,21.177923
27.722072481521035,23.034136
29.584916137870145,23.630112
15.693987538446525,22.262428
31.81626638618488,23.65884
17.291653335575084,23.443327
11.883976727083509,25.811926
21.40351417001199,21.948391
34.56112207501775,21.669765
26.272850096437644,22.86682
12.034239971332632,22.512535
23.891565631810185,18.957457
33.232291789244584,25.73694
20.398832865744488,21.117542
31.469436705797555,20.703697
16.702731622813477,20.113607
17.754887456105077,22.798805
30.68283069439624,21.356497
34.12737433044924,23.86012
29.782038805812345,29.477215
25.849541325184585,21.57343
16.35956002794061,16.64983
24.135532796462726,17.373148
28.758579675875502,32.115208
27.343675580980342,31.695066
16.28806845421532,16.783258
26.49926371308156,22.743273
19.35424950835564,20.67669
32.88519122129502,23.450216
34.20716025735743,24.903297
13.28992125916725,23.375654
10.330921443972487,23.244402
28.497097945727525,22.89915
11.099385800602263,15.731226
26.616639663360967,23.42358
29.204866611569493,22.008047
26.32499402363108,27.672173
15.610340298021004,21.38971
11.62803671372046,23.386574
32.46594171020665,21.953022
27.287702695788383,25.431992
14.647440071387438,22.17949
22.86281858246892,19.440853
12.088264713882923,20.704838
15.186751886027736,22.961288
21.612258830521057,25.203983
13.326899754604156,16.746529
23.949685015240817,22.013542
22.5134364700784,22.81039
15.769348532147369,20.97142
18.75504879891441,18.577616
27.058164476563974,23.922365
31.07137219588643,23.19857
12.618402667032331,23.789865
26.825253345871,31.72166
10.332902831161682,23.027712
23.4592109617254,25.793787
20.50583841181634,22.531975
24.14612738546777,21.524433
14.092106528791213,22.298882
19.435164314722183,24.323973
24.742368075338767,24.04006
20.67048787776352,24.512573
23.192868139321646,21.388597
14.011691097190026,23.15375
18.79840601239227,21.775522
29.9381590216985,24.146833
11.505636790731746,15.990844
10.606817615551533,25.382915
12.237363625822503,25.603329
26.699426811505443,21.870747
17.950715774009662,19.364986
32.44783878715069,23.647575
24.689990879909725,23.858528
33.7968619208184,21.147345
29.32775131263548,31.959644
33.77381527638485,23.630987
33.11557030356572,20.746847
25.44088742689693,32.37832
16.906191686731358,21.18595
28.93516389554315,23.691895
26.815678481436542,22.359991
18.986328775541303,25.931496
28.42132904201964,22.882195
15.66228194852554,23.70707
22.80201789809461,22.453821
29.25320310478956,22.708399
